run_name,score_name,fold,heldout_pos_user,n_test_rows,n_test_pos_rows,day_pr_auc,day_roc_auc,day_top1_recall,n_test_users,n_test_pos_users,user_pr_auc,user_roc_auc,user_top1pct_recall,heldout_user_rank
qwen3_8b_r42_fold_aligned,base_nll,52,RHL0992,268967,42,0.0001174674455463589,0.36654652341553895,0.0,801,1,0.005494505494505495,0.7737499999999999,0.0,182
qwen3_8b_r42_fold_aligned,neg_delta_nll,52,RHL0992,268967,42,8.722244720119816e-05,0.12046091802901321,0.0,801,1,0.0013908205841446453,0.10250000000000004,0.0,719
qwen3_8b_r42_fold_aligned,adapted_nll,53,RKD0604,270405,5,0.0004157986100208083,0.9744208579881657,0.0,801,1,0.047619047619047616,0.975,0.0,21
qwen3_8b_r42_fold_aligned,base_nll,53,RKD0604,270405,5,3.494073367168667e-05,0.6049304733727812,0.0,801,1,0.003745318352059925,0.6675,0.0,267
qwen3_8b_r42_fold_aligned,neg_delta_nll,53,RKD0604,270405,5,1.3821793170059607e-05,0.23035872781065087,0.0,801,1,0.0013386880856760374,0.0675,0.0,747
qwen3_8b_r42_fold_aligned,adapted_nll,54,RMW0542,270058,42,0.00370093369589212,0.9804070693517986,0.07142857142857142,801,1,0.041666666666666664,0.97125,0.0,24
qwen3_8b_r42_fold_aligned,base_nll,54,RMW0542,270058,42,0.0008921891986093637,0.8971228512737164,0.0,801,1,0.010526315789473684,0.8825000000000001,0.0,95
qwen3_8b_r42_fold_aligned,neg_delta_nll,54,RMW0542,270058,42,0.0001226324280058188,0.35612810246165305,0.0,801,1,0.0013698630136986301,0.08875,0.0,730
qwen3_8b_r42_fold_aligned,adapted_nll,55,TAP0551,269023,6,0.0017056989751727206,0.9696884087870531,0.16666666666666666,801,1,0.16666666666666666,0.99375,1.0,6
qwen3_8b_r42_fold_aligned,base_nll,55,TAP0551,269023,6,0.0002767104507795732,0.5245854970751538,0.16666666666666666,801,1,0.009523809523809525,0.87,0.0,105
qwen3_8b_r42_fold_aligned,neg_delta_nll,55,TAP0551,269023,6,1.6513202324773616e-05,0.24303730495346643,0.0,801,1,0.0013386880856760374,0.0675,0.0,747
qwen3_8b_r42_fold_aligned,adapted_nll,56,TNM0961,269507,38,0.0011231460883180848,0.9414972252447357,0.02631578947368421,801,1,0.041666666666666664,0.97125,0.0,24
qwen3_8b_r42_fold_aligned,base_nll,56,TNM0961,269507,38,9.247562687997206e-05,0.2664490163989179,0.0,801,1,0.0024509803921568627,0.49124999999999996,0.0,408
qwen3_8b_r42_fold_aligned,neg_delta_nll,56,TNM0961,269507,38,7.71223967232042e-05,0.09273544989356261,0.0,801,1,0.0013440860215053765,0.07125000000000004,0.0,744
qwen3_8b_r42_fold_aligned,adapted_nll,57,VSS0154,270770,36,0.0022240816860365983,0.9720546735910525,0.027777777777777776,801,1,0.047619047619047616,0.975,0.0,21
qwen3_8b_r42_fold_aligned,base_nll,57,VSS0154,270770,36,0.00024373903328841513,0.7430184137279479,0.0,801,1,0.0022371364653243847,0.4425,0.0,447
qwen3_8b_r42_fold_aligned,neg_delta_nll,57,VSS0154,270770,36,0.00010449308928548088,0.35088243647105855,0.0,801,1,0.0013698630136986301,0.08875,0.0,730
qwen3_8b_r42_fold_aligned,adapted_nll,58,WDD0366,270181,5,0.00011772144021567172,0.9083138398673457,0.0,801,1,0.012048192771084338,0.8975,0.0,83
