layer,latent_mult,k,context_mode,feature_set,receiver_type,pair_idx,receiver_row_idx,matched_row_idx,receiver_example_id,matched_example_id,alpha,base_score,patched_score,delta,n_selected_features,n_active_receiver_tokens,selected_features,effect,strong_effect
18,4,8,dept_role,control5_active,positive,20,25390,135727,CDE1846:436,WRF3534:217,1.0,0.4580255448818207,0.43713608384132385,-0.020889461040496826,5,9,"[14177, 4087, 1870, 13823, 11909]",True,True
18,4,8,dept_role,control5_active,positive,21,25391,73859,CDE1846:437,KRD2100:249,1.0,0.454647958278656,0.43323439359664917,-0.021413564682006836,5,6,"[14177, 4087, 1870, 13823, 11909]",True,True
18,4,8,dept_role,control5_active,positive,22,25392,106820,CDE1846:438,RBB0585:220,1.0,0.453688383102417,0.4321754574775696,-0.021512925624847412,5,5,"[14177, 4087, 1870, 13823, 11909]",True,True
18,4,8,dept_role,control5_active,positive,23,25393,102108,CDE1846:441,PAA2738:448,0.5,0.4744405746459961,0.46007248759269714,-0.01436808705329895,5,7,"[14177, 4087, 1870, 13823, 11909]",True,True
18,4,8,dept_role,control5_active,positive,24,25394,96637,CDE1846:442,NJO1460:242,0.5,0.4234159290790558,0.41252225637435913,-0.010893672704696655,5,6,"[14177, 4087, 1870, 13823, 11909]",True,True
18,4,8,dept_role,control5_active,positive,25,25395,69128,CDE1846:443,KCM2495:347,0.5,0.48396870493888855,0.4666103422641754,-0.017358362674713135,5,8,"[14177, 4087, 1870, 13823, 11909]",True,True
18,4,8,dept_role,control5_active,positive,26,25396,121833,CDE1846:444,SSH1845:364,0.75,0.4358266294002533,0.41958045959472656,-0.016246169805526733,5,7,"[14177, 4087, 1870, 13823, 11909]",True,True
18,4,8,dept_role,control5_active,positive,27,25397,109081,CDE1846:445,RHO0678:310,0.75,0.4287758469581604,0.41069209575653076,-0.01808375120162964,5,7,"[14177, 4087, 1870, 13823, 11909]",True,True
18,4,8,dept_role,control5_active,positive,28,25398,105666,CDE1846:448,QKO2718:98,1.0,0.45171621441841125,0.4433871805667877,-0.008329033851623535,5,8,"[14177, 4087, 1870, 13823, 11909]",True,False
18,4,8,dept_role,control5_active,positive,29,25399,126547,CDE1846:449,TRW3172:204,1.0,0.5384507179260254,0.5182135105133057,-0.020237207412719727,5,13,"[14177, 4087, 1870, 13823, 11909]",True,True
18,4,8,dept_role,control5_active,positive,30,25400,135852,CDE1846:450,WRF3534:368,0.25,0.4665936231613159,0.4472206234931946,-0.019372999668121338,5,8,"[14177, 4087, 1870, 13823, 11909]",True,True
18,4,8,dept_role,control5_active,positive,31,25401,14889,CDE1846:451,BJW3558:338,0.25,0.4562937617301941,0.433994859457016,-0.0222989022731781,5,8,"[14177, 4087, 1870, 13823, 11909]",True,True
18,4,8,dept_role,control5_active,positive,32,25402,3903,CDE1846:452,AFB3228:23,0.25,0.4688948690891266,0.4454825818538666,-0.02341228723526001,5,8,"[14177, 4087, 1870, 13823, 11909]",True,True
